usgs_commodity_code,source_file,country,world_metric_type,production_2021_raw,production_2021,production_unit,country_relationship,mineral,use_case,principal_source_country_user,principal_source_relationship_user,usgs_commodity_group,is_world_total,is_other_countries,world_total_2021,production_share_pct,is_user_principal_source
zirco,world/mcs2022-zirco_world.csv,United States,"Mine production, zirconium ores and zircon concentrates",30,30.0,kt,ally,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,2.5,False
zirco,world/mcs2022-zirco_world.csv,Australia,"Mine production, zirconium ores and zircon concentrates",400,400.0,kt,ally,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,33.33333333333333,True
zirco,world/mcs2022-zirco_world.csv,China,"Mine production, zirconium ores and zircon concentrates",140,140.0,kt,competitor,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,11.666666666666666,False
zirco,world/mcs2022-zirco_world.csv,Indonesia,"Mine production, zirconium ores and zircon concentrates",55,55.0,kt,neutral,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,4.583333333333333,False
zirco,world/mcs2022-zirco_world.csv,Kenya,"Mine production, zirconium ores and zircon concentrates",30,30.0,kt,neutral,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,2.5,False
zirco,world/mcs2022-zirco_world.csv,Mozambique,"Mine production, zirconium ores and zircon concentrates",110,110.0,kt,neutral,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,9.166666666666666,False
zirco,world/mcs2022-zirco_world.csv,Senegal,"Mine production, zirconium ores and zircon concentrates",70,70.0,kt,neutral,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,5.833333333333333,False
zirco,world/mcs2022-zirco_world.csv,South Africa,"Mine production, zirconium ores and zircon concentrates",270,270.0,kt,neutral,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,False,1200.0,22.5,False
zirco,world/mcs2022-zirco_world.csv,Other countries,"Mine production, zirconium ores and zircon concentrates",110,110.0,kt,aggregate,Hafnium,"used for nuclear control rods, alloys, and high-temperature ceramics",Australia,ally,Zirconium and Hafnium,False,True,1200.0,9.166666666666666,False
raree,world/mcs2022-raree_world.csv,United States,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",43000,43000.0,t,ally,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,15.357142857142858,False
raree,world/mcs2022-raree_world.csv,Australia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",22000,22000.0,t,ally,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,7.857142857142857,False
raree,world/mcs2022-raree_world.csv,Brazil,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",500,500.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.17857142857142858,False
raree,world/mcs2022-raree_world.csv,Burma,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",26000,26000.0,t,competitor,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,9.285714285714286,False
raree,world/mcs2022-raree_world.csv,Burundi,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",100,100.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.03571428571428571,False
raree,world/mcs2022-raree_world.csv,Canada,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,ally,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,China,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",168000,168000.0,t,competitor,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,60.0,True
raree,world/mcs2022-raree_world.csv,Greenland,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,India,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2900,2900.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,1.0357142857142856,False
raree,world/mcs2022-raree_world.csv,Madagascar,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",3200,3200.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,1.1428571428571428,False
raree,world/mcs2022-raree_world.csv,Russia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2700,2700.0,t,competitor,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.9642857142857142,False
raree,world/mcs2022-raree_world.csv,South Africa,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Tanzania,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Thailand,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",8000,8000.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,2.857142857142857,False
raree,world/mcs2022-raree_world.csv,Vietnam,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",400,400.0,t,neutral,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,False,280000.0,0.14285714285714285,False
raree,world/mcs2022-raree_world.csv,Other countries,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",300,300.0,t,aggregate,Holmium,"used in permanent magnets, nuclear control rods, and lasers",China,competitor,Rare Earths,False,True,280000.0,0.10714285714285715,False
indiu,world/mcs2022-indiu_world.csv,United States,Refinery production,0,0.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,0.0,False
indiu,world/mcs2022-indiu_world.csv,Belgium,Refinery production,20,20.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,2.1739130434782608,False
indiu,world/mcs2022-indiu_world.csv,Canada,Refinery production,60,60.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,6.521739130434782,False
indiu,world/mcs2022-indiu_world.csv,China,Refinery production,530,530.0,t,competitor,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,57.608695652173914,True
indiu,world/mcs2022-indiu_world.csv,France,Refinery production,35,35.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,3.804347826086957,False
indiu,world/mcs2022-indiu_world.csv,Japan,Refinery production,60,60.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,6.521739130434782,False
indiu,world/mcs2022-indiu_world.csv,South Korea,Refinery production,200,200.0,t,ally,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,21.73913043478261,False
indiu,world/mcs2022-indiu_world.csv,Peru,Refinery production,10,10.0,t,neutral,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,1.0869565217391304,False
indiu,world/mcs2022-indiu_world.csv,Russia,Refinery production,5,5.0,t,competitor,Indium,used in liquid crystal display screens,China,competitor,Indium,False,False,920.0,0.5434782608695652,False
plati,world/mcs2022-plati_world.csv,United States, Mine production: Palladium,14000,14000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,7.000000000000001,False
plati,world/mcs2022-plati_world.csv,United States, Mine production: Palladium,14000,14000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,7.777777777777778,False
plati,world/mcs2022-plati_world.csv,Canada, Mine production: Palladium,17000,17000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,8.5,False
plati,world/mcs2022-plati_world.csv,Canada, Mine production: Palladium,17000,17000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,9.444444444444445,False
plati,world/mcs2022-plati_world.csv,Russia, Mine production: Palladium,74000,74000.0,kg,competitor,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,37.0,False
plati,world/mcs2022-plati_world.csv,Russia, Mine production: Palladium,74000,74000.0,kg,competitor,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,41.11111111111111,False
plati,world/mcs2022-plati_world.csv,South Africa, Mine production: Palladium,80000,80000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,40.0,True
plati,world/mcs2022-plati_world.csv,South Africa, Mine production: Palladium,80000,80000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,44.44444444444444,True
plati,world/mcs2022-plati_world.csv,Zimbabwe, Mine production: Palladium,13000,13000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,6.5,False
plati,world/mcs2022-plati_world.csv,Zimbabwe, Mine production: Palladium,13000,13000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,7.222222222222221,False
plati,world/mcs2022-plati_world.csv,Other countries, Mine production: Palladium,2800,2800.0,kg,aggregate,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,True,200000.0,1.4000000000000001,False
plati,world/mcs2022-plati_world.csv,Other countries, Mine production: Palladium,2800,2800.0,kg,aggregate,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,True,180000.0,1.5555555555555556,False
plati,world/mcs2022-plati_world.csv,United States, Mine production: Platinum,4200,4200.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,2.1,False
plati,world/mcs2022-plati_world.csv,United States, Mine production: Platinum,4200,4200.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,2.3333333333333335,False
plati,world/mcs2022-plati_world.csv,Canada, Mine production: Platinum,6000,6000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,3.0,False
plati,world/mcs2022-plati_world.csv,Canada, Mine production: Platinum,6000,6000.0,kg,ally,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,3.3333333333333335,False
plati,world/mcs2022-plati_world.csv,Russia, Mine production: Platinum,19000,19000.0,kg,competitor,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,9.5,False
plati,world/mcs2022-plati_world.csv,Russia, Mine production: Platinum,19000,19000.0,kg,competitor,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,10.555555555555555,False
plati,world/mcs2022-plati_world.csv,South Africa, Mine production: Platinum,130000,130000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,65.0,True
plati,world/mcs2022-plati_world.csv,South Africa, Mine production: Platinum,130000,130000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,72.22222222222221,True
plati,world/mcs2022-plati_world.csv,Zimbabwe, Mine production: Platinum,15000,15000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,200000.0,7.5,False
plati,world/mcs2022-plati_world.csv,Zimbabwe, Mine production: Platinum,15000,15000.0,kg,neutral,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,False,180000.0,8.333333333333332,False
plati,world/mcs2022-plati_world.csv,Other countries, Mine production: Platinum,4300,4300.0,kg,aggregate,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,True,200000.0,2.15,False
plati,world/mcs2022-plati_world.csv,Other countries, Mine production: Platinum,4300,4300.0,kg,aggregate,Iridium,used as coating of anodes for electrochemical processes and as a chemical catalyst,South Africa,neutral,Platinum-Group Metals,False,True,180000.0,2.388888888888889,False
raree,world/mcs2022-raree_world.csv,United States,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",43000,43000.0,t,ally,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,15.357142857142858,False
raree,world/mcs2022-raree_world.csv,Australia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",22000,22000.0,t,ally,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,7.857142857142857,False
raree,world/mcs2022-raree_world.csv,Brazil,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",500,500.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.17857142857142858,False
raree,world/mcs2022-raree_world.csv,Burma,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",26000,26000.0,t,competitor,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,9.285714285714286,False
raree,world/mcs2022-raree_world.csv,Burundi,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",100,100.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.03571428571428571,False
raree,world/mcs2022-raree_world.csv,Canada,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,ally,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,China,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",168000,168000.0,t,competitor,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,60.0,True
raree,world/mcs2022-raree_world.csv,Greenland,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,India,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2900,2900.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,1.0357142857142856,False
raree,world/mcs2022-raree_world.csv,Madagascar,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",3200,3200.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,1.1428571428571428,False
raree,world/mcs2022-raree_world.csv,Russia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2700,2700.0,t,competitor,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.9642857142857142,False
raree,world/mcs2022-raree_world.csv,South Africa,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Tanzania,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Thailand,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",8000,8000.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,2.857142857142857,False
raree,world/mcs2022-raree_world.csv,Vietnam,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",400,400.0,t,neutral,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,False,280000.0,0.14285714285714285,False
raree,world/mcs2022-raree_world.csv,Other countries,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",300,300.0,t,aggregate,Lanthanum,"used to produce catalysts, ceramics, glass, polishing compounds, metallurgy, and batteries",China,competitor,Rare Earths,False,True,280000.0,0.10714285714285715,False
lithi,world/mcs2022-lithi_world.csv,United States,"Mine production, contained lithium",W,,t,ally,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,,False
lithi,world/mcs2022-lithi_world.csv,Argentina,"Mine production, contained lithium",6200,6200.0,t,neutral,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,6.2,False
lithi,world/mcs2022-lithi_world.csv,Australia,"Mine production, contained lithium",55000,55000.0,t,ally,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,55.00000000000001,True
lithi,world/mcs2022-lithi_world.csv,Brazil,"Mine production, contained lithium",1500,1500.0,t,neutral,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,1.5,False
lithi,world/mcs2022-lithi_world.csv,Chile,"Mine production, contained lithium",26000,26000.0,t,ally,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,26.0,False
lithi,world/mcs2022-lithi_world.csv,China,"Mine production, contained lithium",14000,14000.0,t,competitor,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,14.000000000000002,False
lithi,world/mcs2022-lithi_world.csv,Portugal,"Mine production, contained lithium",900,900.0,t,ally,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,0.8999999999999999,False
lithi,world/mcs2022-lithi_world.csv,Zimbabwe,"Mine production, contained lithium",1200,1200.0,t,neutral,Lithium,used for rechargeable batteries,Australia,ally,Lithium,False,False,100000.0,1.2,False
raree,world/mcs2022-raree_world.csv,United States,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",43000,43000.0,t,ally,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,15.357142857142858,False
raree,world/mcs2022-raree_world.csv,Australia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",22000,22000.0,t,ally,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,7.857142857142857,False
raree,world/mcs2022-raree_world.csv,Brazil,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",500,500.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.17857142857142858,False
raree,world/mcs2022-raree_world.csv,Burma,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",26000,26000.0,t,competitor,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,9.285714285714286,False
raree,world/mcs2022-raree_world.csv,Burundi,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",100,100.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.03571428571428571,False
raree,world/mcs2022-raree_world.csv,Canada,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,ally,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,China,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",168000,168000.0,t,competitor,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,60.0,True
raree,world/mcs2022-raree_world.csv,Greenland,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,India,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2900,2900.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,1.0357142857142856,False
raree,world/mcs2022-raree_world.csv,Madagascar,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",3200,3200.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,1.1428571428571428,False
raree,world/mcs2022-raree_world.csv,Russia,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",2700,2700.0,t,competitor,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.9642857142857142,False
raree,world/mcs2022-raree_world.csv,South Africa,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Tanzania,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",0,0.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.0,False
raree,world/mcs2022-raree_world.csv,Thailand,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",8000,8000.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,2.857142857142857,False
raree,world/mcs2022-raree_world.csv,Vietnam,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",400,400.0,t,neutral,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,False,280000.0,0.14285714285714285,False
raree,world/mcs2022-raree_world.csv,Other countries,"Mine production, metric tons of rare-earth-oxide (REO) equivalent ",300,300.0,t,aggregate,Lutetium,"used in scintillators for medical imaging, electronics, and some cancer therapies",China,competitor,Rare Earths,False,True,280000.0,0.10714285714285715,False
mgmet,world/mcs2022-mgmet_world.csv,United States,Smelter production,W,,kt,ally,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,,False
mgmet,world/mcs2022-mgmet_world.csv,Brazil,Smelter production,20,20.0,kt,neutral,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,2.1052631578947367,False
mgmet,world/mcs2022-mgmet_world.csv,China,Smelter production,800,800.0,kt,competitor,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,84.21052631578947,True
mgmet,world/mcs2022-mgmet_world.csv,Israel,Smelter production,22,22.0,kt,ally,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,2.3157894736842106,False
mgmet,world/mcs2022-mgmet_world.csv,Kazakhstan,Smelter production,20,20.0,kt,neutral,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,2.1052631578947367,False
mgmet,world/mcs2022-mgmet_world.csv,Russia,Smelter production,60,60.0,kt,competitor,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,6.315789473684211,False
mgmet,world/mcs2022-mgmet_world.csv,Turkey,Smelter production,15,15.0,kt,ally,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,1.5789473684210527,False
mgmet,world/mcs2022-mgmet_world.csv,Ukraine,Smelter production,10,10.0,kt,neutral,Magnesium,used as an alloy and for reducing metals,China,competitor,Magnesium Metal,False,False,950.0,1.0526315789473684,False
manga,world/mcs2022-manga_world.csv,United States,"Mine production, manganese content",0,0.0,kt,ally,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,0.0,False
manga,world/mcs2022-manga_world.csv,Australia,"Mine production, manganese content",3300,3300.0,kt,ally,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,16.5,False
manga,world/mcs2022-manga_world.csv,Brazil,"Mine production, manganese content",400,400.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,2.0,False
manga,world/mcs2022-manga_world.csv,Burma,"Mine production, manganese content",250,250.0,kt,competitor,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,1.25,False
manga,world/mcs2022-manga_world.csv,China,"Mine production, manganese content",1300,1300.0,kt,competitor,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,6.5,False
manga,world/mcs2022-manga_world.csv,Côte d’Ivoire,"Mine production, manganese content",500,500.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,2.5,False
manga,world/mcs2022-manga_world.csv,Gabon,"Mine production, manganese content",3600,3600.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,18.0,False
manga,world/mcs2022-manga_world.csv,Georgia,"Mine production, manganese content",190,190.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,0.95,False
manga,world/mcs2022-manga_world.csv,Ghana,"Mine production, manganese content",640,640.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,3.2,False
manga,world/mcs2022-manga_world.csv,India,"Mine production, manganese content",600,600.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,3.0,False
manga,world/mcs2022-manga_world.csv,"Kazakhstan, concentrate","Mine production, manganese content",160,160.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,0.8,False
manga,world/mcs2022-manga_world.csv,Malaysia,"Mine production, manganese content",360,360.0,kt,neutral,Manganese,used in steelmaking and batteries,South Africa,neutral,Manganese,False,False,20000.0,1.7999999999999998,False
